timestamp,purity,quantityTonnes,distanceKm,demandIndex,supplyIndex,auctionAveragePrice,intendedUse,pricePerTonne,provenance
2025-03-01 06:00:00,74.0,300,141.8,50.1,81.1,2747.94,SYNFUEL,2339.38,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-03-02 05:00:00,69.86,25,225.1,31.5,41.0,2432.78,CONSTRUCTION,2433.35,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-03-02 21:00:00,94.14,500,249.3,62.9,29.9,2697.74,CHEMICAL_FEEDSTOCK,2763.68,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-03-03 13:00:00,99.36,100,11.5,40.8,53.0,2280.22,FOOD_BEVERAGE,2916.82,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-03-04 06:00:00,83.35,150,66.8,89.1,68.3,2761.24,SYNFUEL,2658.87,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-03-05 01:00:00,70.99,200,252.4,63.7,48.6,2650.85,CONSTRUCTION,2452.98,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-03-05 19:00:00,74.5,300,236.6,64.5,24.1,2764.8,SYNFUEL,2489.87,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-03-06 16:00:00,65.64,150,338.5,46.6,65.0,2605.97,FOOD_BEVERAGE,2425.35,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-03-07 09:00:00,96.91,150,268.8,23.9,87.7,2418.04,GREENHOUSE,2904.28,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-03-08 05:00:00,69.11,25,333.3,22.4,48.7,2762.91,SYNFUEL,2498.84,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-03-08 20:00:00,85.12,150,248.9,51.8,36.2,2365.34,GREENHOUSE,2656.35,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-03-09 12:00:00,74.56,50,111.3,26.3,53.2,2399.3,CONSTRUCTION,2341.09,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-03-10 10:00:00,84.34,200,45.8,65.5,23.6,2620.49,SYNFUEL,2568.71,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-03-11 04:00:00,87.73,150,275.8,86.1,81.5,2659.19,CHEMICAL_FEEDSTOCK,2700.36,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-03-11 21:00:00,93.96,200,229.0,86.2,82.0,2757.64,SYNFUEL,2815.83,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-03-12 16:00:00,72.2,25,26.4,69.4,64.1,2322.88,FOOD_BEVERAGE,2375.32,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-03-13 08:00:00,65.38,25,132.4,35.8,46.5,2678.8,FOOD_BEVERAGE,2377.44,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-03-14 03:00:00,69.78,200,335.3,84.7,80.0,2643.13,SYNFUEL,2433.82,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-03-14 20:00:00,96.41,25,180.1,86.5,61.6,2238.28,CONSTRUCTION,2945.78,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-03-15 12:00:00,95.5,25,157.1,34.7,81.9,2432.33,FOOD_BEVERAGE,2874.36,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-03-16 06:00:00,85.85,25,165.6,75.3,67.4,2369.66,GREENHOUSE,2574.05,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-03-17 00:00:00,85.96,800,81.0,41.5,78.8,2382.69,CONSTRUCTION,2262.83,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-03-17 21:00:00,88.21,200,135.4,80.2,64.9,2789.77,OTHER,2590.8,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-03-18 13:00:00,71.12,100,135.7,94.8,51.1,2585.67,CONSTRUCTION,2483.32,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-03-19 09:00:00,96.91,100,27.8,22.3,91.8,2630.61,CHEMICAL_FEEDSTOCK,2831.4,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-03-20 05:00:00,79.62,100,271.0,87.3,60.6,2785.97,FOOD_BEVERAGE,2608.22,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-03-20 19:00:00,78.37,200,151.6,66.7,65.4,2426.32,CONSTRUCTION,2309.68,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-03-21 14:00:00,83.11,200,289.5,93.0,36.5,2681.1,CONSTRUCTION,2569.28,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-03-22 10:00:00,66.64,50,299.1,54.9,66.9,2460.72,CONSTRUCTION,2382.4,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-03-23 01:00:00,70.8,50,82.1,83.6,62.9,2721.72,FOOD_BEVERAGE,2526.19,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-03-23 18:00:00,90.76,25,233.5,24.7,33.9,2308.39,FOOD_BEVERAGE,2777.22,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-03-24 13:00:00,67.89,200,170.6,45.1,24.5,2768.61,CHEMICAL_FEEDSTOCK,2409.67,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-03-25 06:00:00,86.05,200,309.3,25.0,65.3,2331.26,CHEMICAL_FEEDSTOCK,2518.76,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-03-26 05:00:00,73.56,100,83.4,93.2,77.3,2395.73,CONSTRUCTION,2358.03,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-03-26 22:00:00,78.59,25,240.5,81.3,59.3,2653.72,CONSTRUCTION,2526.9,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-03-27 15:00:00,75.08,25,216.6,83.9,37.0,2436.25,SYNFUEL,2550.18,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-03-28 11:00:00,77.41,800,110.4,90.3,70.0,2564.93,FOOD_BEVERAGE,2379.29,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-03-29 04:00:00,90.09,100,56.4,26.4,26.0,2466.74,CONSTRUCTION,2683.54,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-03-29 19:00:00,75.37,200,231.6,48.9,53.1,2645.42,CHEMICAL_FEEDSTOCK,2396.83,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-03-30 17:00:00,84.77,150,261.1,25.3,32.3,2337.0,SYNFUEL,2629.25,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-03-31 09:00:00,81.61,100,117.3,35.8,33.8,2235.07,SYNFUEL,2469.17,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-04-01 04:00:00,88.16,50,229.2,37.2,35.2,2379.96,GREENHOUSE,2637.99,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-04-01 23:00:00,97.7,50,144.3,55.2,49.0,2484.59,CHEMICAL_FEEDSTOCK,2944.96,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-04-02 13:00:00,90.57,150,252.5,40.1,23.8,2300.81,SYNFUEL,2866.58,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-04-03 06:00:00,72.5,200,77.7,27.6,49.8,2412.88,CONSTRUCTION,2234.38,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-04-04 01:00:00,66.09,150,312.7,32.6,58.4,2439.99,CHEMICAL_FEEDSTOCK,2327.24,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-04-04 20:00:00,74.15,150,107.7,31.0,56.2,2234.44,SYNFUEL,2361.65,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-04-05 16:00:00,85.77,25,135.0,93.0,48.7,2549.98,CHEMICAL_FEEDSTOCK,2659.92,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-04-06 11:00:00,66.79,800,29.8,76.9,82.9,2730.61,CONSTRUCTION,2163.91,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-04-07 00:00:00,82.32,200,47.9,92.6,30.9,2291.05,CONSTRUCTION,2385.82,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-04-07 21:00:00,85.83,100,185.4,53.0,57.9,2558.68,CHEMICAL_FEEDSTOCK,2651.34,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-04-08 14:00:00,76.67,800,101.0,40.9,24.7,2598.84,CHEMICAL_FEEDSTOCK,2330.84,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-04-09 07:00:00,91.9,150,294.1,79.9,25.3,2451.6,OTHER,2864.56,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-04-10 00:00:00,68.72,150,15.0,44.5,63.0,2620.66,CHEMICAL_FEEDSTOCK,2355.49,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-04-10 20:00:00,67.62,200,138.9,42.5,62.5,2446.44,CHEMICAL_FEEDSTOCK,2274.37,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-04-11 17:00:00,90.41,300,124.7,37.4,85.9,2502.78,SYNFUEL,2566.1,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-04-12 07:00:00,82.29,200,16.6,29.7,61.8,2204.41,CONSTRUCTION,2273.23,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-04-13 03:00:00,89.03,50,52.3,39.2,92.0,2615.03,FOOD_BEVERAGE,2656.76,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-04-13 22:00:00,80.18,100,150.6,46.6,23.7,2596.81,SYNFUEL,2562.84,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-04-14 14:00:00,73.6,500,177.6,70.5,27.4,2223.04,FOOD_BEVERAGE,2355.5,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-04-15 11:00:00,93.59,50,147.5,24.7,23.3,2420.95,SYNFUEL,2819.24,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-04-16 05:00:00,92.9,100,190.5,35.8,33.9,2787.42,CHEMICAL_FEEDSTOCK,2833.71,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-04-16 19:00:00,89.24,100,212.3,80.7,60.6,2452.44,FOOD_BEVERAGE,2840.15,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-04-17 14:00:00,74.5,100,13.4,31.0,68.4,2501.17,CHEMICAL_FEEDSTOCK,2302.11,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-04-18 07:00:00,85.6,150,167.8,45.7,23.4,2745.96,CONSTRUCTION,2622.73,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-04-19 01:00:00,77.6,500,337.6,84.8,90.9,2630.36,SYNFUEL,2348.75,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-04-19 18:00:00,68.2,50,186.5,31.6,83.2,2549.24,FOOD_BEVERAGE,2393.68,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-04-20 15:00:00,97.01,50,240.4,26.2,42.2,2678.68,SYNFUEL,2959.17,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-04-21 09:00:00,69.77,50,116.0,56.3,25.8,2718.62,GREENHOUSE,2519.01,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-04-22 00:00:00,98.16,300,273.2,42.7,32.7,2474.13,SYNFUEL,3011.97,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-04-22 19:00:00,80.57,150,272.8,62.3,29.5,2485.07,GREENHOUSE,2568.95,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-04-23 17:00:00,71.46,100,187.2,80.3,29.2,2431.63,CHEMICAL_FEEDSTOCK,2532.02,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-04-24 07:00:00,83.91,300,341.8,30.3,58.9,2780.02,FOOD_BEVERAGE,2483.73,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-04-25 00:00:00,95.47,300,52.7,63.6,38.4,2618.3,CHEMICAL_FEEDSTOCK,2826.75,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-04-25 20:00:00,90.55,300,15.8,57.9,46.9,2249.93,GREENHOUSE,2564.87,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-04-26 17:00:00,93.15,500,271.9,30.8,94.2,2717.78,SYNFUEL,2638.16,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-04-27 07:00:00,87.99,100,284.4,66.8,71.3,2488.34,SYNFUEL,2710.94,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-04-28 04:00:00,89.16,200,50.9,40.5,91.2,2241.25,CONSTRUCTION,2438.47,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-04-28 22:00:00,94.64,100,100.3,56.6,30.7,2529.83,SYNFUEL,2930.74,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-04-29 13:00:00,73.71,300,16.0,26.2,48.7,2450.3,SYNFUEL,2281.96,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-04-30 10:00:00,82.08,200,109.7,54.5,61.6,2726.65,GREENHOUSE,2393.98,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-05-01 02:00:00,72.72,200,272.9,43.0,25.8,2322.4,OTHER,2431.73,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-05-01 21:00:00,99.47,200,186.1,81.7,20.3,2695.88,CHEMICAL_FEEDSTOCK,2979.15,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-05-02 15:00:00,97.95,50,128.4,24.3,70.3,2534.61,GREENHOUSE,2907.97,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-05-03 09:00:00,66.38,150,136.4,51.4,68.1,2232.77,CONSTRUCTION,2294.99,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-05-04 00:00:00,89.62,800,10.5,54.4,50.8,2783.11,CHEMICAL_FEEDSTOCK,2480.13,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-05-04 23:00:00,97.29,500,111.9,74.4,56.7,2507.57,FOOD_BEVERAGE,2810.56,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
2025-05-05 13:00:00,71.3,25,229.8,63.1,51.2,2374.53,CONSTRUCTION,2441.78,SYNTHETIC TRAINING DATA — NOT REAL MARKET DATA
